Cond,CondTag,Item,1,2,3,4,5,6,7,8,9,10,11,12,13,sentence,question,correct,incorrect,ibex
husb.coerce.anom,101,310,The,crippled,woman,angered,the,crutches,during,her,therapy,session.,,,,The crippled woman angered the crutches during her therapy session.,Natural?,f,j,"[[""husb.coerce.anom.310"", 310], ""DashedSentence"", {s: ""The crippled woman angered the crutches during her therapy session.""}, ""Question"", { } ],"
husb.coerce.intens,104,310,The,crippled,woman,needed,the,crutches,during,her,therapy,session.,,,,The crippled woman needed the crutches during her therapy session.,Natural?,j,f,"[[""husb.coerce.intens.310"", 310], ""DashedSentence"", {s: ""The crippled woman needed the crutches during her therapy session.""}, ""Question"", { } ],"
husb.coerce.crc,102,310,The,crippled,woman,mastered,the,crutches,during,her,therapy,session.,,,,The crippled woman mastered the crutches during her therapy session.,Natural?,j,f,"[[""husb.coerce.crc.310"", 310], ""DashedSentence"", {s: ""The crippled woman mastered the crutches during her therapy session.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,310,The,crippled,woman,used,the,crutches,during,her,therapy,session.,,,,The crippled woman used the crutches during her therapy session.,Natural?,j,f,"[[""husb.coerce.ctrl.310"", 310], ""DashedSentence"", {s: ""The crippled woman used the crutches during her therapy session.""}, ""Question"", { } ],"
husb.coerce.intens,104,311,The,college,graduate,wanted,the,essay,before,the,party,at,her,friend's,house.,The college graduate wanted the essay before the party at her friend's house.,Natural?,j,f,"[[""husb.coerce.intens.311"", 311], ""DashedSentence"", {s: ""The college graduate wanted the essay before the party at her friend's house.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,311,The,college,graduate,wrote,the,essay,before,the,party,at,her,friend's,house.,The college graduate wrote the essay before the party at her friend's house.,Natural?,j,f,"[[""husb.coerce.ctrl.311"", 311], ""DashedSentence"", {s: ""The college graduate wrote the essay before the party at her friend's house.""}, ""Question"", { } ],"
husb.coerce.anom,101,311,The,college,graduate,provoked,the,essay,before,the,party,at,her,friend's,house.,The college graduate provoked the essay before the party at her friend's house.,Natural?,f,j,"[[""husb.coerce.anom.311"", 311], ""DashedSentence"", {s: ""The college graduate provoked the essay before the party at her friend's house.""}, ""Question"", { } ],"
husb.coerce.crc,102,311,The,college,graduate,finished,the,essay,before,the,party,at,her,friend's,house.,The college graduate finished the essay before the party at her friend's house.,Natural?,j,f,"[[""husb.coerce.crc.311"", 311], ""DashedSentence"", {s: ""The college graduate finished the essay before the party at her friend's house.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,312,The,research,scientist,used,the,beaker,while,testing,out,his,new,theory.,,The research scientist used the beaker while testing out his new theory.,Natural?,j,f,"[[""husb.coerce.ctrl.312"", 312], ""DashedSentence"", {s: ""The research scientist used the beaker while testing out his new theory.""}, ""Question"", { } ],"
husb.coerce.crc,102,312,The,research,scientist,tried,the,beaker,while,testing,out,his,new,theory.,,The research scientist tried the beaker while testing out his new theory.,Natural?,j,f,"[[""husb.coerce.crc.312"", 312], ""DashedSentence"", {s: ""The research scientist tried the beaker while testing out his new theory.""}, ""Question"", { } ],"
husb.coerce.intens,104,312,The,research,scientist,needed,the,beaker,while,testing,out,his,new,theory.,,The research scientist needed the beaker while testing out his new theory.,Natural?,j,f,"[[""husb.coerce.intens.312"", 312], ""DashedSentence"", {s: ""The research scientist needed the beaker while testing out his new theory.""}, ""Question"", { } ],"
husb.coerce.anom,101,312,The,research,scientist,comforted,the,beaker,while,testing,out,his,new,theory.,,The research scientist comforted the beaker while testing out his new theory.,Natural?,f,j,"[[""husb.coerce.anom.312"", 312], ""DashedSentence"", {s: ""The research scientist comforted the beaker while testing out his new theory.""}, ""Question"", { } ],"
husb.coerce.crc,102,313,The,old,Northerner,tried,the,grits,during,his,vacation,in,Georgia.,,,The old Northerner tried the grits during his vacation in Georgia.,Natural?,j,f,"[[""husb.coerce.crc.313"", 313], ""DashedSentence"", {s: ""The old Northerner tried the grits during his vacation in Georgia.""}, ""Question"", { } ],"
husb.coerce.anom,101,313,The,old,Northerner,offended,the,grits,during,his,vacation,in,Georgia.,,,The old Northerner offended the grits during his vacation in Georgia.,Natural?,f,j,"[[""husb.coerce.anom.313"", 313], ""DashedSentence"", {s: ""The old Northerner offended the grits during his vacation in Georgia.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,313,The,old,Northerner,ate,the,grits,during,his,vacation,in,Georgia.,,,The old Northerner ate the grits during his vacation in Georgia.,Natural?,j,f,"[[""husb.coerce.ctrl.313"", 313], ""DashedSentence"", {s: ""The old Northerner ate the grits during his vacation in Georgia.""}, ""Question"", { } ],"
husb.coerce.intens,104,313,The,old,Northerner,wanted,the,grits,during,his,vacation,in,Georgia.,,,The old Northerner wanted the grits during his vacation in Georgia.,Natural?,j,f,"[[""husb.coerce.intens.313"", 313], ""DashedSentence"", {s: ""The old Northerner wanted the grits during his vacation in Georgia.""}, ""Question"", { } ],"
husb.coerce.anom,101,314,The,magazine,photographer,irritated,the,headshots,before,his,current,contract,expired.,,,The magazine photographer irritated the headshots before his current contract expired.,Natural?,f,j,"[[""husb.coerce.anom.314"", 314], ""DashedSentence"", {s: ""The magazine photographer irritated the headshots before his current contract expired.""}, ""Question"", { } ],"
husb.coerce.intens,104,314,The,magazine,photographer,needed,the,headshots,before,his,current,contract,expired.,,,The magazine photographer needed the headshots before his current contract expired.,Natural?,j,f,"[[""husb.coerce.intens.314"", 314], ""DashedSentence"", {s: ""The magazine photographer needed the headshots before his current contract expired.""}, ""Question"", { } ],"
husb.coerce.crc,102,314,The,magazine,photographer,completed,the,headshots,before,his,current,contract,expired.,,,The magazine photographer completed the headshots before his current contract expired.,Natural?,j,f,"[[""husb.coerce.crc.314"", 314], ""DashedSentence"", {s: ""The magazine photographer completed the headshots before his current contract expired.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,314,The,magazine,photographer,took,the,headshots,before,his,current,contract,expired.,,,The magazine photographer took the headshots before his current contract expired.,Natural?,j,f,"[[""husb.coerce.ctrl.314"", 314], ""DashedSentence"", {s: ""The magazine photographer took the headshots before his current contract expired.""}, ""Question"", { } ],"
husb.coerce.intens,104,315,The,excited,bridesmaid,wanted,the,heels,despite,her,discomfort,during,the,wedding.,,The excited bridesmaid wanted the heels despite her discomfort during the wedding.,Natural?,j,f,"[[""husb.coerce.intens.315"", 315], ""DashedSentence"", {s: ""The excited bridesmaid wanted the heels despite her discomfort during the wedding.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,315,The,excited,bridesmaid,wore,the,heels,despite,her,discomfort,during,the,wedding.,,The excited bridesmaid wore the heels despite her discomfort during the wedding.,Natural?,j,f,"[[""husb.coerce.ctrl.315"", 315], ""DashedSentence"", {s: ""The excited bridesmaid wore the heels despite her discomfort during the wedding.""}, ""Question"", { } ],"
husb.coerce.anom,101,315,The,excited,bridesmaid,scared,the,heels,despite,her,discomfort,during,the,wedding.,,The excited bridesmaid scared the heels despite her discomfort during the wedding.,Natural?,f,j,"[[""husb.coerce.anom.315"", 315], ""DashedSentence"", {s: ""The excited bridesmaid scared the heels despite her discomfort during the wedding.""}, ""Question"", { } ],"
husb.coerce.crc,102,315,The,excited,bridesmaid,endured,the,heels,despite,her,discomfort,during,the,wedding.,,The excited bridesmaid endured the heels despite her discomfort during the wedding.,Natural?,j,f,"[[""husb.coerce.crc.315"", 315], ""DashedSentence"", {s: ""The excited bridesmaid endured the heels despite her discomfort during the wedding.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,316,The,local,vendor,wrote,the,invoice,before,the,tourist,season,began.,,,The local vendor wrote the invoice before the tourist season began.,Natural?,j,f,"[[""husb.coerce.ctrl.316"", 316], ""DashedSentence"", {s: ""The local vendor wrote the invoice before the tourist season began.""}, ""Question"", { } ],"
husb.coerce.crc,102,316,The,local,vendor,completed,the,invoice,before,the,tourist,season,began.,,,The local vendor completed the invoice before the tourist season began.,Natural?,j,f,"[[""husb.coerce.crc.316"", 316], ""DashedSentence"", {s: ""The local vendor completed the invoice before the tourist season began.""}, ""Question"", { } ],"
husb.coerce.intens,104,316,The,local,vendor,needed,the,invoice,before,the,tourist,season,began.,,,The local vendor needed the invoice before the tourist season began.,Natural?,j,f,"[[""husb.coerce.intens.316"", 316], ""DashedSentence"", {s: ""The local vendor needed the invoice before the tourist season began.""}, ""Question"", { } ],"
husb.coerce.anom,101,316,The,local,vendor,horrified,the,invoice,before,the,tourist,season,began.,,,The local vendor horrified the invoice before the tourist season began.,Natural?,f,j,"[[""husb.coerce.anom.316"", 316], ""DashedSentence"", {s: ""The local vendor horrified the invoice before the tourist season began.""}, ""Question"", { } ],"
husb.coerce.crc,102,317,The,busy,secretary,began,the,memo,after,the,investments,were,made,public.,,The busy secretary began the memo after the investments were made public.,Natural?,j,f,"[[""husb.coerce.crc.317"", 317], ""DashedSentence"", {s: ""The busy secretary began the memo after the investments were made public.""}, ""Question"", { } ],"
husb.coerce.anom,101,317,The,busy,secretary,delighted,the,memo,after,the,investments,were,made,public.,,The busy secretary delighted the memo after the investments were made public.,Natural?,f,j,"[[""husb.coerce.anom.317"", 317], ""DashedSentence"", {s: ""The busy secretary delighted the memo after the investments were made public.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,317,The,busy,secretary,wrote,the,memo,after,the,investments,were,made,public.,,The busy secretary wrote the memo after the investments were made public.,Natural?,j,f,"[[""husb.coerce.ctrl.317"", 317], ""DashedSentence"", {s: ""The busy secretary wrote the memo after the investments were made public.""}, ""Question"", { } ],"
husb.coerce.intens,104,317,The,busy,secretary,wanted,the,memo,after,the,investments,were,made,public.,,The busy secretary wanted the memo after the investments were made public.,Natural?,j,f,"[[""husb.coerce.intens.317"", 317], ""DashedSentence"", {s: ""The busy secretary wanted the memo after the investments were made public.""}, ""Question"", { } ],"
husb.coerce.anom,101,318,The,newborn,infant,displeased,the,milk,after,taking,a,long,nap.,,,The newborn infant displeased the milk after taking a long nap.,Natural?,f,j,"[[""husb.coerce.anom.318"", 318], ""DashedSentence"", {s: ""The newborn infant displeased the milk after taking a long nap.""}, ""Question"", { } ],"
husb.coerce.intens,104,318,The,newborn,infant,needed,the,milk,after,taking,a,long,nap.,,,The newborn infant needed the milk after taking a long nap.,Natural?,j,f,"[[""husb.coerce.intens.318"", 318], ""DashedSentence"", {s: ""The newborn infant needed the milk after taking a long nap.""}, ""Question"", { } ],"
husb.coerce.crc,102,318,The,newborn,infant,enjoyed,the,milk,after,taking,a,long,nap.,,,The newborn infant enjoyed the milk after taking a long nap.,Natural?,j,f,"[[""husb.coerce.crc.318"", 318], ""DashedSentence"", {s: ""The newborn infant enjoyed the milk after taking a long nap.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,318,The,newborn,infant,drank,the,milk,after,taking,a,long,nap.,,,The newborn infant drank the milk after taking a long nap.,Natural?,j,f,"[[""husb.coerce.ctrl.318"", 318], ""DashedSentence"", {s: ""The newborn infant drank the milk after taking a long nap.""}, ""Question"", { } ],"
husb.coerce.intens,104,319,The,experienced,locksmith,wanted,the,panel,before,his,scheduled,break.,,,,The experienced locksmith wanted the panel before his scheduled break.,Natural?,j,f,"[[""husb.coerce.intens.319"", 319], ""DashedSentence"", {s: ""The experienced locksmith wanted the panel before his scheduled break.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,319,The,experienced,locksmith,fixed,the,panel,before,his,scheduled,break.,,,,The experienced locksmith fixed the panel before his scheduled break.,Natural?,j,f,"[[""husb.coerce.ctrl.319"", 319], ""DashedSentence"", {s: ""The experienced locksmith fixed the panel before his scheduled break.""}, ""Question"", { } ],"
husb.coerce.anom,101,319,The,experienced,locksmith,enlightened,the,panel,before,his,scheduled,break.,,,,The experienced locksmith enlightened the panel before his scheduled break.,Natural?,f,j,"[[""husb.coerce.anom.319"", 319], ""DashedSentence"", {s: ""The experienced locksmith enlightened the panel before his scheduled break.""}, ""Question"", { } ],"
husb.coerce.crc,102,319,The,experienced,locksmith,finished,the,panel,before,his,scheduled,break.,,,,The experienced locksmith finished the panel before his scheduled break.,Natural?,j,f,"[[""husb.coerce.crc.319"", 319], ""DashedSentence"", {s: ""The experienced locksmith finished the panel before his scheduled break.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,320,The,hungry,customer,ate,the,nachos,during,the,Super,Bowl,party.,,,The hungry customer ate the nachos during the Super Bowl party.,Natural?,j,f,"[[""husb.coerce.ctrl.320"", 320], ""DashedSentence"", {s: ""The hungry customer ate the nachos during the Super Bowl party.""}, ""Question"", { } ],"
husb.coerce.crc,102,320,The,hungry,customer,enjoyed,the,nachos,during,the,Super,Bowl,party.,,,The hungry customer enjoyed the nachos during the Super Bowl party.,Natural?,j,f,"[[""husb.coerce.crc.320"", 320], ""DashedSentence"", {s: ""The hungry customer enjoyed the nachos during the Super Bowl party.""}, ""Question"", { } ],"
husb.coerce.intens,104,320,The,hungry,customer,needed,the,nachos,during,the,Super,Bowl,party.,,,The hungry customer needed the nachos during the Super Bowl party.,Natural?,j,f,"[[""husb.coerce.intens.320"", 320], ""DashedSentence"", {s: ""The hungry customer needed the nachos during the Super Bowl party.""}, ""Question"", { } ],"
husb.coerce.anom,101,320,The,hungry,customer,frightened,the,nachos,during,the,Super,Bowl,party.,,,The hungry customer frightened the nachos during the Super Bowl party.,Natural?,f,j,"[[""husb.coerce.anom.320"", 320], ""DashedSentence"", {s: ""The hungry customer frightened the nachos during the Super Bowl party.""}, ""Question"", { } ],"
husb.coerce.crc,102,321,The,clever,editor,finished,the,newspapers,after,his,morning,coffee.,,,,The clever editor finished the newspapers after his morning coffee.,Natural?,j,f,"[[""husb.coerce.crc.321"", 321], ""DashedSentence"", {s: ""The clever editor finished the newspapers after his morning coffee.""}, ""Question"", { } ],"
husb.coerce.anom,101,321,The,clever,editor,infuriated,the,newspapers,after,his,morning,coffee.,,,,The clever editor infuriated the newspapers after his morning coffee.,Natural?,f,j,"[[""husb.coerce.anom.321"", 321], ""DashedSentence"", {s: ""The clever editor infuriated the newspapers after his morning coffee.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,321,The,clever,editor,edited,the,newspapers,after,his,morning,coffee.,,,,The clever editor edited the newspapers after his morning coffee.,Natural?,j,f,"[[""husb.coerce.ctrl.321"", 321], ""DashedSentence"", {s: ""The clever editor edited the newspapers after his morning coffee.""}, ""Question"", { } ],"
husb.coerce.intens,104,321,The,clever,editor,wanted,the,newspapers,after,his,morning,coffee.,,,,The clever editor wanted the newspapers after his morning coffee.,Natural?,j,f,"[[""husb.coerce.intens.321"", 321], ""DashedSentence"", {s: ""The clever editor wanted the newspapers after his morning coffee.""}, ""Question"", { } ],"
husb.coerce.anom,101,322,The,kindergarten,child,astonished,the,picture,before,she,went,to,recess.,,,The kindergarten child astonished the picture before she went to recess.,Natural?,f,j,"[[""husb.coerce.anom.322"", 322], ""DashedSentence"", {s: ""The kindergarten child astonished the picture before she went to recess.""}, ""Question"", { } ],"
husb.coerce.intens,104,322,The,kindergarten,child,needed,the,picture,before,she,went,to,recess.,,,The kindergarten child needed the picture before she went to recess.,Natural?,j,f,"[[""husb.coerce.intens.322"", 322], ""DashedSentence"", {s: ""The kindergarten child needed the picture before she went to recess.""}, ""Question"", { } ],"
husb.coerce.crc,102,322,The,kindergarten,child,started,the,picture,before,she,went,to,recess.,,,The kindergarten child started the picture before she went to recess.,Natural?,j,f,"[[""husb.coerce.crc.322"", 322], ""DashedSentence"", {s: ""The kindergarten child started the picture before she went to recess.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,322,The,kindergarten,child,colored,the,picture,before,she,went,to,recess.,,,The kindergarten child colored the picture before she went to recess.,Natural?,j,f,"[[""husb.coerce.ctrl.322"", 322], ""DashedSentence"", {s: ""The kindergarten child colored the picture before she went to recess.""}, ""Question"", { } ],"
husb.coerce.intens,104,323,The,older,brother,wanted,the,pizza,while,waiting,for,his,younger,sister.,,The older brother wanted the pizza while waiting for his younger sister.,Natural?,j,f,"[[""husb.coerce.intens.323"", 323], ""DashedSentence"", {s: ""The older brother wanted the pizza while waiting for his younger sister.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,323,The,older,brother,ate,the,pizza,while,waiting,for,his,younger,sister.,,The older brother ate the pizza while waiting for his younger sister.,Natural?,j,f,"[[""husb.coerce.ctrl.323"", 323], ""DashedSentence"", {s: ""The older brother ate the pizza while waiting for his younger sister.""}, ""Question"", { } ],"
husb.coerce.anom,101,323,The,older,brother,astonished,the,pizza,while,waiting,for,his,younger,sister.,,The older brother astonished the pizza while waiting for his younger sister.,Natural?,f,j,"[[""husb.coerce.anom.323"", 323], ""DashedSentence"", {s: ""The older brother astonished the pizza while waiting for his younger sister.""}, ""Question"", { } ],"
husb.coerce.crc,102,323,The,older,brother,enjoyed,the,pizza,while,waiting,for,his,younger,sister.,,The older brother enjoyed the pizza while waiting for his younger sister.,Natural?,j,f,"[[""husb.coerce.crc.323"", 323], ""DashedSentence"", {s: ""The older brother enjoyed the pizza while waiting for his younger sister.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,324,The,starving,artist,painted,the,portrait,before,the,next,local,art,show.,,The starving artist painted the portrait before the next local art show.,Natural?,j,f,"[[""husb.coerce.ctrl.324"", 324], ""DashedSentence"", {s: ""The starving artist painted the portrait before the next local art show.""}, ""Question"", { } ],"
husb.coerce.crc,102,324,The,starving,artist,began,the,portrait,before,the,next,local,art,show.,,The starving artist began the portrait before the next local art show.,Natural?,j,f,"[[""husb.coerce.crc.324"", 324], ""DashedSentence"", {s: ""The starving artist began the portrait before the next local art show.""}, ""Question"", { } ],"
husb.coerce.intens,104,324,The,starving,artist,needed,the,portrait,before,the,next,local,art,show.,,The starving artist needed the portrait before the next local art show.,Natural?,j,f,"[[""husb.coerce.intens.324"", 324], ""DashedSentence"", {s: ""The starving artist needed the portrait before the next local art show.""}, ""Question"", { } ],"
husb.coerce.anom,101,324,The,starving,artist,excited,the,portrait,before,the,next,local,art,show.,,The starving artist excited the portrait before the next local art show.,Natural?,f,j,"[[""husb.coerce.anom.324"", 324], ""DashedSentence"", {s: ""The starving artist excited the portrait before the next local art show.""}, ""Question"", { } ],"
husb.coerce.crc,102,325,The,auto,mechanic,started,the,machine,while,the,contractor,considered,his,options.,,The auto mechanic started the machine while the contractor considered his options.,Natural?,j,f,"[[""husb.coerce.crc.325"", 325], ""DashedSentence"", {s: ""The auto mechanic started the machine while the contractor considered his options.""}, ""Question"", { } ],"
husb.coerce.anom,101,325,The,auto,mechanic,frustrated,the,machine,while,the,contractor,considered,his,options.,,The auto mechanic frustrated the machine while the contractor considered his options.,Natural?,f,j,"[[""husb.coerce.anom.325"", 325], ""DashedSentence"", {s: ""The auto mechanic frustrated the machine while the contractor considered his options.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,325,The,auto,mechanic,fixed,the,machine,while,the,contractor,considered,his,options.,,The auto mechanic fixed the machine while the contractor considered his options.,Natural?,j,f,"[[""husb.coerce.ctrl.325"", 325], ""DashedSentence"", {s: ""The auto mechanic fixed the machine while the contractor considered his options.""}, ""Question"", { } ],"
husb.coerce.intens,104,325,The,auto,mechanic,wanted,the,machine,while,the,contractor,considered,his,options.,,The auto mechanic wanted the machine while the contractor considered his options.,Natural?,j,f,"[[""husb.coerce.intens.325"", 325], ""DashedSentence"", {s: ""The auto mechanic wanted the machine while the contractor considered his options.""}, ""Question"", { } ],"
husb.coerce.anom,101,326,The,short-order,cook,alerted,the,steak,after,the,sauce,was,ready.,,,The short-order cook alerted the steak after the sauce was ready.,Natural?,f,j,"[[""husb.coerce.anom.326"", 326], ""DashedSentence"", {s: ""The short-order cook alerted the steak after the sauce was ready.""}, ""Question"", { } ],"
husb.coerce.intens,104,326,The,short-order,cook,needed,the,steak,after,the,sauce,was,ready.,,,The short-order cook needed the steak after the sauce was ready.,Natural?,j,f,"[[""husb.coerce.intens.326"", 326], ""DashedSentence"", {s: ""The short-order cook needed the steak after the sauce was ready.""}, ""Question"", { } ],"
husb.coerce.crc,102,326,The,short-order,cook,finished,the,steak,after,the,sauce,was,ready.,,,The short-order cook finished the steak after the sauce was ready.,Natural?,j,f,"[[""husb.coerce.crc.326"", 326], ""DashedSentence"", {s: ""The short-order cook finished the steak after the sauce was ready.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,326,The,short-order,cook,cooked,the,steak,after,the,sauce,was,ready.,,,The short-order cook cooked the steak after the sauce was ready.,Natural?,j,f,"[[""husb.coerce.ctrl.326"", 326], ""DashedSentence"", {s: ""The short-order cook cooked the steak after the sauce was ready.""}, ""Question"", { } ],"
husb.coerce.intens,104,327,The,happy,couple,wanted,the,sundae,during,their,weekly,dinner,date.,,,The happy couple wanted the sundae during their weekly dinner date.,Natural?,j,f,"[[""husb.coerce.intens.327"", 327], ""DashedSentence"", {s: ""The happy couple wanted the sundae during their weekly dinner date.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,327,The,happy,couple,ate,the,sundae,during,their,weekly,dinner,date.,,,The happy couple ate the sundae during their weekly dinner date.,Natural?,j,f,"[[""husb.coerce.ctrl.327"", 327], ""DashedSentence"", {s: ""The happy couple ate the sundae during their weekly dinner date.""}, ""Question"", { } ],"
husb.coerce.anom,101,327,The,happy,couple,angered,the,sundae,during,their,weekly,dinner,date.,,,The happy couple angered the sundae during their weekly dinner date.,Natural?,f,j,"[[""husb.coerce.anom.327"", 327], ""DashedSentence"", {s: ""The happy couple angered the sundae during their weekly dinner date.""}, ""Question"", { } ],"
husb.coerce.crc,102,327,The,happy,couple,enjoyed,the,sundae,during,their,weekly,dinner,date.,,,The happy couple enjoyed the sundae during their weekly dinner date.,Natural?,j,f,"[[""husb.coerce.crc.327"", 327], ""DashedSentence"", {s: ""The happy couple enjoyed the sundae during their weekly dinner date.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,328,The,skilled,knight,used,the,sword,during,the,campaign,to,take,the,castle.,The skilled knight used the sword during the campaign to take the castle.,Natural?,j,f,"[[""husb.coerce.ctrl.328"", 328], ""DashedSentence"", {s: ""The skilled knight used the sword during the campaign to take the castle.""}, ""Question"", { } ],"
husb.coerce.crc,102,328,The,skilled,knight,mastered,the,sword,during,the,campaign,to,take,the,castle.,The skilled knight mastered the sword during the campaign to take the castle.,Natural?,j,f,"[[""husb.coerce.crc.328"", 328], ""DashedSentence"", {s: ""The skilled knight mastered the sword during the campaign to take the castle.""}, ""Question"", { } ],"
husb.coerce.intens,104,328,The,skilled,knight,needed,the,sword,during,the,campaign,to,take,the,castle.,The skilled knight needed the sword during the campaign to take the castle.,Natural?,j,f,"[[""husb.coerce.intens.328"", 328], ""DashedSentence"", {s: ""The skilled knight needed the sword during the campaign to take the castle.""}, ""Question"", { } ],"
husb.coerce.anom,101,328,The,skilled,knight,terrified,the,sword,during,the,campaign,to,take,the,castle.,The skilled knight terrified the sword during the campaign to take the castle.,Natural?,f,j,"[[""husb.coerce.anom.328"", 328], ""DashedSentence"", {s: ""The skilled knight terrified the sword during the campaign to take the castle.""}, ""Question"", { } ],"
husb.coerce.crc,102,329,The,skillful,carpenter,began,the,table,after,he,received,the,lumber,shipment.,,The skillful carpenter began the table after he received the lumber shipment.,Natural?,j,f,"[[""husb.coerce.crc.329"", 329], ""DashedSentence"", {s: ""The skillful carpenter began the table after he received the lumber shipment.""}, ""Question"", { } ],"
husb.coerce.anom,101,329,The,skillful,carpenter,comforted,the,table,after,he,received,the,lumber,shipment.,,The skillful carpenter comforted the table after he received the lumber shipment.,Natural?,f,j,"[[""husb.coerce.anom.329"", 329], ""DashedSentence"", {s: ""The skillful carpenter comforted the table after he received the lumber shipment.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,329,The,skillful,carpenter,made,the,table,after,he,received,the,lumber,shipment.,,The skillful carpenter made the table after he received the lumber shipment.,Natural?,j,f,"[[""husb.coerce.ctrl.329"", 329], ""DashedSentence"", {s: ""The skillful carpenter made the table after he received the lumber shipment.""}, ""Question"", { } ],"
husb.coerce.intens,104,329,The,skillful,carpenter,wanted,the,table,after,he,received,the,lumber,shipment.,,The skillful carpenter wanted the table after he received the lumber shipment.,Natural?,j,f,"[[""husb.coerce.intens.329"", 329], ""DashedSentence"", {s: ""The skillful carpenter wanted the table after he received the lumber shipment.""}, ""Question"", { } ],"
husb.coerce.anom,101,330,The,retired,marine,excited,the,television,while,he,exercised,in,his,basement.,,The retired marine excited the television while he exercised in his basement.,Natural?,f,j,"[[""husb.coerce.anom.330"", 330], ""DashedSentence"", {s: ""The retired marine excited the television while he exercised in his basement.""}, ""Question"", { } ],"
husb.coerce.intens,104,330,The,retired,marine,needed,the,television,while,he,exercised,in,his,basement.,,The retired marine needed the television while he exercised in his basement.,Natural?,j,f,"[[""husb.coerce.intens.330"", 330], ""DashedSentence"", {s: ""The retired marine needed the television while he exercised in his basement.""}, ""Question"", { } ],"
husb.coerce.crc,102,330,The,retired,marine,enjoyed,the,television,while,he,exercised,in,his,basement.,,The retired marine enjoyed the television while he exercised in his basement.,Natural?,j,f,"[[""husb.coerce.crc.330"", 330], ""DashedSentence"", {s: ""The retired marine enjoyed the television while he exercised in his basement.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,330,The,retired,marine,watched,the,television,while,he,exercised,in,his,basement.,,The retired marine watched the television while he exercised in his basement.,Natural?,j,f,"[[""husb.coerce.ctrl.330"", 330], ""DashedSentence"", {s: ""The retired marine watched the television while he exercised in his basement.""}, ""Question"", { } ],"
husb.coerce.intens,104,331,The,wandering,camper,wanted,the,tent,after,he,hiked,the,trail.,,,The wandering camper wanted the tent after he hiked the trail.,Natural?,j,f,"[[""husb.coerce.intens.331"", 331], ""DashedSentence"", {s: ""The wandering camper wanted the tent after he hiked the trail.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,331,The,wandering,camper,pitched,the,tent,after,he,hiked,the,trail.,,,The wandering camper pitched the tent after he hiked the trail.,Natural?,j,f,"[[""husb.coerce.ctrl.331"", 331], ""DashedSentence"", {s: ""The wandering camper pitched the tent after he hiked the trail.""}, ""Question"", { } ],"
husb.coerce.anom,101,331,The,wandering,camper,captivated,the,tent,after,he,hiked,the,trail.,,,The wandering camper captivated the tent after he hiked the trail.,Natural?,f,j,"[[""husb.coerce.anom.331"", 331], ""DashedSentence"", {s: ""The wandering camper captivated the tent after he hiked the trail.""}, ""Question"", { } ],"
husb.coerce.crc,102,331,The,wandering,camper,started,the,tent,after,he,hiked,the,trail.,,,The wandering camper started the tent after he hiked the trail.,Natural?,j,f,"[[""husb.coerce.crc.331"", 331], ""DashedSentence"", {s: ""The wandering camper started the tent after he hiked the trail.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,332,The,computer,programmer,made,the,website,while,working,on,another,project.,,,The computer programmer made the website while working on another project.,Natural?,j,f,"[[""husb.coerce.ctrl.332"", 332], ""DashedSentence"", {s: ""The computer programmer made the website while working on another project.""}, ""Question"", { } ],"
husb.coerce.crc,102,332,The,computer,programmer,finished,the,website,while,working,on,another,project.,,,The computer programmer finished the website while working on another project.,Natural?,j,f,"[[""husb.coerce.crc.332"", 332], ""DashedSentence"", {s: ""The computer programmer finished the website while working on another project.""}, ""Question"", { } ],"
husb.coerce.intens,104,332,The,computer,programmer,needed,the,website,while,working,on,another,project.,,,The computer programmer needed the website while working on another project.,Natural?,j,f,"[[""husb.coerce.intens.332"", 332], ""DashedSentence"", {s: ""The computer programmer needed the website while working on another project.""}, ""Question"", { } ],"
husb.coerce.anom,101,332,The,computer,programmer,scared,the,website,while,working,on,another,project.,,,The computer programmer scared the website while working on another project.,Natural?,f,j,"[[""husb.coerce.anom.332"", 332], ""DashedSentence"", {s: ""The computer programmer scared the website while working on another project.""}, ""Question"", { } ],"
